Name,ID,mordred_0,mordred_1,mordred_2,mordred_3,mordred_4,mordred_5,mordred_6,mordred_7,mordred_8,Reaction_CO_Cl,Reaction_CS,Reaction_CN,Reaction_2+2,Yield
4CzIPN,OPS1,23.49173841,-13.47359805,-1.625076171,-14.17428468,-1.541972776,-2.46343661,-2.263999194,-3.252859711,-3.749391621,0,0,0,1,74
4tBuCzIPN,OPS2,60.51329903,23.60491639,10.71209662,-10.25982536,4.2122513,0.705570298,-13.93197996,-0.754123686,1.736113066,0,0,0,1,47
4MeCzIPN,OPS3,32.47239481,-2.420786344,4.028010372,-13.59670993,0.066961834,-3.848341389,-3.903327691,-3.205364043,-1.835417395,0,0,0,1,37
4BrCzIPN,OPS4,34.53328809,-28.64668635,5.808387808,6.262194116,22.84983328,-14.43488126,-2.681991643,-5.708931358,-1.479335991,0,0,0,1,55
4OMeCzIPN,OPS5,37.53851181,-12.27194441,13.29278902,-6.343567192,-8.831135742,1.681836329,2.534670017,-14.65581158,17.52407996,0,0,0,1,0
4PhCzIPN,OPS6,61.65631154,-7.083217117,-6.626979325,-12.41463044,3.22272948,11.37557376,0.753856619,-6.3582826,-0.522074775,0,0,0,1,22
4DPAIPN,OPS7,20.91820057,-5.545183428,-5.60714402,-2.845534438,-8.336979907,-3.775409524,6.289039745,12.18716083,0.280683705,0,0,0,1,74
4tBuDPAIPN,OPS8,56.85012439,29.78845117,6.930022299,3.721963676,5.605450031,5.653870091,-10.89740361,8.091391034,5.973742335,0,0,0,1,17
4MeDPAIPN,OPS9,30.52083465,5.12519859,0.862972789,-0.135648224,-5.614193479,-5.077263872,3.187910917,9.06263233,2.909968498,0,0,0,1,29
4FDPAIPN,OPS10,25.78239577,-18.19761913,13.8632135,12.98701766,-14.69444646,10.5645484,6.212008476,6.342313155,7.926440462,0,0,0,1,71
4ClDPAIPN,OPS11,27.41272334,-15.42138136,3.110434324,11.03229024,2.506132938,-4.527171515,5.560518559,7.062337652,6.266228821,0,0,0,1,78
4BrDPAIPN,OPS12,31.48922204,-19.43132318,2.526535476,19.13102453,18.40994998,-14.42740307,5.611286007,7.311656199,4.478592293,0,0,0,1,74
3CzClIPN,OPS13,11.51760277,-14.10784794,-0.033657442,-10.8191507,-1.432081262,-4.902616754,-3.711621843,-1.665622082,-4.495554742,0,0,0,1,75
3tBuCzClIPN,OPS14,40.69080374,18.96918492,10.1415713,-7.440791172,1.709577692,-4.44976289,-11.08601847,0.819845908,-0.547086532,0,0,0,1,49
3OMeCzClIPN,OPS15,22.60166485,-12.48032617,12.72115219,-4.246792704,-8.391109629,-2.36244159,1.055786475,-11.35590648,12.9120688,0,0,0,1,0
4CzPN,OPS16,23.61494008,-13.25114569,-1.451955113,-13.81621458,-1.86086216,-2.610124387,-1.402630305,-3.57136287,-2.979637018,0,0,0,1,58
4DPAPN,OPS17,20.86353489,-5.671391497,-5.356388884,-2.571230677,-8.834817401,-4.023245312,7.455533337,11.94892191,1.043076474,0,0,0,1,6
4CzTPN,OPS18,23.19715798,-13.58637225,-1.721701375,-13.97982304,-2.250493692,-2.342681803,-1.702467453,-3.211834694,-3.158621203,0,0,0,1,13
4DPATPN,OPS19,20.64410575,-5.960567778,-5.720965097,-2.690196689,-9.107807774,-3.588672515,6.858938524,12.23364311,0.887917657,0,0,0,1,2
1CzTRZ,OPS20,-7.528073099,-2.997749652,-5.859561418,-3.827072453,-1.266883782,2.045150172,3.2179075,-2.810645204,-5.010172911,0,0,0,1,1
1tBuCzTRZ,OPS21,4.97401162,12.3060895,1.257545544,-0.85486302,-2.534792206,-3.61218393,0.854848679,-1.854264315,-5.957496226,0,0,0,1,6
1DPATRZ,OPS22,-8.274947716,0.054620267,-7.762903775,0.967696675,-3.254126576,2.249545971,4.836297048,1.267275185,-3.3272518,0,0,0,1,34
1tBuDPATRZ,OPS23,3.918755867,15.2712788,-0.613476466,5.105583529,-0.9741368,-0.584099853,0.104968988,-0.336728811,-3.751068154,0,0,0,1,39
1ClDPATRZ,OPS24,-5.6015942,-4.191259324,-3.674520943,7.765397948,0.641668524,0.336266011,3.517320585,-1.661683886,-2.706052612,0,0,0,1,11
1BrDPATRZ,OPS25,-4.176784856,-6.069748898,-3.590258071,11.40803226,7.135557335,-3.953787163,3.799598225,-2.080314054,-3.956036633,0,0,0,1,24
1OMeDPATRZ,OPS26,-3.571459873,-0.168073728,-1.071200672,6.110453131,-6.592146022,2.285304869,4.853952387,-5.920210661,3.112844597,0,0,0,1,12
1PhDPATRZ,OPS27,2.577253323,1.284384451,-9.512825465,2.023439263,-0.41654745,6.394212806,4.732561779,-1.195894747,-2.963955034,0,0,0,1,26
1PTZTRZ,OPS28,-7.693778788,-3.131180798,-5.811934931,-0.354281737,0.900434998,1.340416129,4.742699125,-1.936586376,-7.337708942,0,0,0,1,2
2CzBP,OPS29,-4.903375996,-4.193963339,-7.930312479,-4.900817912,4.395996058,10.0299457,-1.968673372,-6.390903524,-0.619824999,0,0,0,1,2
2DMABP,OPS30,-20.67245872,13.95668699,4.389739258,12.02919197,-7.479346104,-6.973880046,-2.482534004,-4.783147454,5.701950354,0,0,0,1,0
2DPABP,OPS31,-6.191094359,1.302834245,-10.86371773,3.352063573,0.271478263,9.676430268,2.712223445,1.470701483,1.613687769,0,0,0,1,47
2tBuDPABP,OPS32,15.7737997,24.28538513,0.000543776,8.941714452,4.013228061,6.820659734,-3.012050085,0.792999296,-0.053996908,0,0,0,1,51
2MeDPABP,OPS33,-0.263793694,7.985392937,-5.158518805,6.093401957,-0.709960038,4.577859051,3.320804684,-0.168186184,0.289040519,0,0,0,1,43
2ClDPABP,OPS34,-0.735107408,-5.755186639,-4.243127466,14.69665074,6.727603653,6.319744955,0.38127122,-2.464699321,2.579257025,0,0,0,1,47
2BrDPABP,OPS35,2.079864869,-8.890338514,-4.089899432,21.70443059,17.81108485,-1.790227717,0.915920886,-2.952377584,0.516332436,0,0,0,1,42
2PhDPABP,OPS36,15.47765883,2.898856319,-13.21935366,4.998274469,4.481702454,17.36842202,3.678260258,-2.120890287,0.828164424,0,0,0,1,58
2CzPN,OPS37,-4.094487082,-9.203039828,-2.715447336,-6.465249541,-1.020345528,-1.609328867,-2.931766107,-4.415612002,-0.902347944,0,0,0,1,24
2tBuCzPN,OPS38,17.31345178,17.74210924,6.885243921,-3.206476582,-0.638007665,-6.439950315,-6.47821535,-1.403357939,-0.924901124,0,0,0,1,56
2ClCzPN,OPS39,0.700427084,-17.12574915,4.099750708,3.732979249,4.815977941,-5.506398775,-4.599998568,-6.88210038,0.227607545,0,0,0,1,29
1tBuDPAN,OPS40,-7.30673789,21.35062857,-2.006992844,4.038228283,-0.123605163,-7.46731093,-2.014697229,-0.33040847,-1.102406781,0,0,0,1,0
PNZN,OPS41,-20.17371137,-3.186411303,-5.518736944,-3.428295024,-3.968506186,-2.890394801,1.897265843,-2.312389491,-2.399583236,0,0,0,1,3
biphenylPNZN,OPS42,3.503228842,0.722897393,-8.787900055,-1.15884513,-0.122528599,3.786683976,3.413041527,-4.105338542,-3.637325432,0,0,0,1,62
PTZN,OPS43,-19.79468084,-1.398141165,-8.460412174,-2.600603416,2.394605804,-6.942251196,2.165303794,-3.270343275,-5.123514033,0,0,0,1,1
biphenylPTZN,OPS44,3.339941997,1.835299534,-11.37523535,-0.168824017,3.163735754,2.173262835,3.608573833,-6.019678746,-6.064852016,0,0,0,1,76
CF3PTZN,OPS45,-1.060670415,-8.981093133,15.09829843,10.4887377,-3.314359113,15.36576364,-3.601723305,-5.839446203,-11.23027129,0,0,0,1,49
2DPAB,OPS46,-12.54861492,3.296973944,-13.52411036,0.919735053,-1.528697983,2.811715155,4.592837764,3.154576468,3.997506023,0,0,0,1,0
2DPAN,OPS47,-7.836204577,1.416131014,-12.02704774,-1.825306372,-3.486224815,-0.498355391,6.361841977,2.853553521,0.180932218,0,0,0,1,1
2tBuDPAN,OPS48,13.54913195,25.55371101,-0.565053822,4.754717702,2.065217631,-0.993353851,-1.689602331,1.285154073,-0.191473152,0,0,0,1,1
2MeDPAN,OPS49,-1.960536155,8.529891162,-5.901496646,1.16104829,-3.558889973,-4.41467745,5.643896149,0.950238096,-0.033360976,0,0,0,1,1
2DPAA,OPS50,-3.18667775,-0.700942844,-11.26553843,-4.894770142,-5.298134774,-3.080812557,7.547234224,4.091600627,-2.174566709,0,0,0,1,0
2tBuDPAA,OPS51,17.82737431,23.41299998,-0.362389474,1.739432143,0.844339396,-2.085981547,-1.288164326,1.938297921,-1.068813808,0,0,0,1,0
2MeDPAA,OPS52,2.567488678,6.317601439,-5.667495186,-2.116567652,-4.817208198,-5.920649286,6.197184694,2.075278795,-1.586827506,0,0,0,1,0
2OMeDPAA,OPS53,4.670658039,-0.686607922,-0.156048402,2.96925376,-8.761089103,1.289636236,7.320205926,-7.230396608,9.586707302,0,0,0,1,0
3CzNB,OPS54,7.996363294,-11.62467503,-0.300987328,-8.615900568,-0.912554594,1.710061988,-6.410811552,-0.845140325,-5.509411267,0,0,0,1,0
3DPANB,OPS55,6.190790743,-3.781223199,-3.802199365,1.145963326,-6.440679827,0.732939771,0.323145998,11.41594523,-2.074720784,0,0,0,1,2
3MeDPANB,OPS56,13.77524035,5.246005737,1.964643503,3.908984561,-5.148169597,-2.360213315,-0.637809622,8.733306408,-0.884626509,0,0,0,1,0
3BrDPANB,OPS57,15.89000123,-16.39013326,3.780676908,21.77648135,16.69898159,-11.62850917,-0.638488065,6.996017317,-0.033168797,0,0,0,1,8
2CzAQ,OPS58,-1.07956749,-9.002295453,-2.906636993,-5.154930705,2.759980098,8.123565836,-4.271437964,-6.630280686,-3.06593626,0,0,0,1,0
2DPAAQ,OPS59,-2.232305199,-3.652741326,-5.416603415,1.971670787,-1.653018898,7.398875326,0.526709294,1.422407025,-1.184454974,0,0,0,1,0
2DPASF,OPS60,-4.603405285,1.508578636,-6.901109682,8.153915991,3.250841868,10.69930476,0.738855746,-1.276758793,-3.121299918,0,0,0,1,0
2tBuDPASF,OPS61,17.10698614,24.08131916,2.699498411,11.80616162,6.238561637,8.356052552,-4.813660757,-0.979021723,-3.602249608,0,0,0,1,1
2MeDPASF,OPS62,1.20895921,8.104987785,-1.768379912,9.92051141,2.183261278,6.10769121,1.280723108,-2.430853551,-3.947038066,0,0,0,1,0
CF3PhDPZ,OPS63,-11.3099451,-10.90609361,19.20862321,11.57640586,-6.859119614,21.37276197,-5.472551566,-3.38180567,-6.522373871,0,0,0,1,15
OMePhDPZ,OPS64,-12.69159486,0.102149581,-1.244804831,1.668908498,-5.952416694,0.1374974,3.581917537,-4.951977618,6.495302793,0,0,0,1,1
NapDPZ,OPS65,-8.832353849,-0.378102568,-8.562182051,-3.526280932,-1.299363036,-1.378473675,3.757368712,-1.332620238,-3.119867727,0,0,0,1,10
3DPA2FBN,OPS66,7.806705387,-8.636154096,2.037997796,-2.252530291,-9.286703703,-2.804395628,3.306865015,16.22903566,-1.440395075,0,0,0,1,65
5CzBN,OPS67,33.95828033,-12.99716175,-2.900351288,-16.95536998,0.384091893,-0.166697011,-1.306593039,-4.86816186,-3.291139451,0,0,0,1,79
2DPABz,OPS68,-5.138349061,-0.756131318,-8.468906922,3.196334956,-0.14689831,12.13328162,1.371025821,2.898825643,0.666278318,0,0,0,1,0
DPABT,OPS69,-16.70574722,-0.714674078,-10.70475711,0.964666257,5.368293119,0.532332965,0.253103989,-4.715649842,0.895435237,0,0,0,1,1
PhPNZ,OPS70,-25.80434298,-2.410929081,-6.377468095,-3.562044244,-2.69424478,-0.205302767,1.160994591,0.531268983,1.620315268,0,0,0,1,0
PhPTZ,OPS71,-25.38241946,-0.488921348,-9.890210784,-2.523374276,4.333095883,-4.595769935,1.241074502,-1.010025464,-0.895563589,0,0,0,1,0
ph_bPTZ,OPS72,-19.10690031,-0.786582376,-8.158140485,-2.001450136,1.499695856,-7.225348228,2.000650384,-2.563964558,-4.546888167,0,0,0,1,7
9_10_DPA,OPS73,-16.95720343,0.935443407,-13.31190992,-8.987070743,-0.561957058,-5.28434435,-0.653752029,3.896872779,0.360358353,0,0,0,1,0
9_10_DAA,OPS74,-12.67941605,0.829764183,-4.574920774,-1.287252087,-3.941331823,-2.001299211,0.213645844,-6.228516322,5.623316762,0,0,0,1,0
perylene,OPS75,-23.86952196,-0.315246816,-11.68326485,-12.13978894,5.09333019,-3.058593696,-6.002107662,2.311598236,3.288907288,0,0,0,1,0
9_10_DCA,OPS76,-28.08854613,-6.395075365,-1.677225642,-12.66367127,5.854613885,0.497095491,-10.23752491,12.47727718,8.386930434,0,0,0,1,0
3_5_diMePh_PDI,OPS77,5.179428627,-2.717785034,10.73065744,-5.132912232,-0.677186433,1.309611445,-2.64550496,3.489901146,-12.50195712,0,0,0,1,0
Ph_NDI,OPS78,-13.01188853,-13.19921573,9.012353498,-3.82176616,-1.563876916,8.651613955,-3.649030448,6.894479917,-7.459861951,0,0,0,1,9
Me_TAPB,OPS79,-7.325835025,16.34151847,-1.748603021,7.552490202,-5.525133833,-6.946800097,3.28549854,-7.061736188,8.271976525,0,0,0,1,0
Ph_TAPB,OPS80,13.66163819,3.589816038,-14.82075368,1.451503561,1.072361006,10.99515021,9.47118954,0.532206474,1.754141391,0,0,0,1,0
C_152,OPS81,-25.15975683,-6.192743925,39.04380005,13.87227968,-17.62623471,-2.993675048,-6.002605774,3.435079337,-1.842399523,0,0,0,1,0
C_337,OPS82,-22.19687466,1.181341995,11.70001083,-0.434909199,-4.139312668,-7.150230135,-6.568587699,-1.783327779,-5.548868646,0,0,0,1,0
C_498,OPS83,-19.56449236,3.141557997,16.54572443,5.048850369,-3.600142142,-6.506650941,-6.292478269,-2.575031481,-12.05329922,0,0,0,1,0
phenylfluorone,OPS84,-18.78205831,-11.48082828,9.996169135,3.056019591,-11.97479959,-4.097053286,-10.64478984,-1.188958553,0.178900764,0,0,0,1,0
resorufin,OPS85,-28.44613913,-10.02979983,9.403157401,6.131784481,-10.02452409,-2.176592095,-11.789921,-0.16645416,3.533977813,0,0,0,1,0
9_fluorenone,OPS86,-35.2029951,-1.380395366,-5.970851878,-10.25137288,13.09682156,11.18355182,-13.28227778,7.765684595,13.46061342,0,0,0,1,2
9_10_phenanthrenequinone,OPS87,-32.78233684,-5.641503321,0.967216073,-8.343227134,6.183108132,6.618440049,-11.55493429,9.928633762,5.806667733,0,0,0,1,0
BTPM,OPS88,-13.36735685,-2.781299536,-3.030926207,5.789656451,-4.71368507,3.467485015,-6.05112854,4.221771428,-2.271483693,0,0,0,1,0
2ClTX,OPS89,-29.25854524,-9.017087633,1.339578445,5.377529493,12.1299336,-6.664227209,-10.25162265,-0.71819184,1.250832195,0,0,0,1,1
anthraquinone,OPS90,-32.77119073,-4.888087566,-0.16095999,-5.665315917,3.975842092,8.256038412,-9.307980821,10.1351842,7.237159076,0,0,0,1,0
Me_bodipy,OPS91,-30.41780128,9.118489525,34.05579436,-14.85688101,17.80873497,9.271631292,15.64974138,1.414945654,3.13914073,0,0,0,1,0
Et_bodipy,OPS92,-22.70384612,12.56401203,32.18708058,-14.21453745,13.48175225,2.151639876,18.66922948,0.399387109,-0.617784899,0,0,0,1,0
CN_bodipy,OPS93,-24.77138345,6.171568497,38.13289736,-14.07549115,9.375233433,-0.920125924,20.24523941,3.014307794,0.567228188,0,0,0,1,0
TPP+,OPS94,-19.27000971,2.7276221,-8.845935601,0.816187125,-5.454502977,-7.087661268,1.320374417,1.304673509,-1.424403225,0,0,0,1,1
Me_TPP+,OPS95,-14.20711411,10.89272662,-3.86528749,2.76639431,-5.007891709,-9.766340414,-0.654518659,-1.070642894,-0.702637132,0,0,0,1,2
OMe_TPP+,OPS96,-12.68665485,3.993106225,1.955927173,8.165557906,-8.863010266,-4.014733475,1.248920825,-10.65641814,8.273709142,0,0,0,1,2
Acr+,OPS97,-30.6936547,8.319070655,-6.293447909,-2.378044775,4.932240542,-2.015351862,-4.589505591,-6.807952349,9.085942832,0,0,0,1,2
Acr+_Ph,OPS98,-23.27784548,4.048693474,-7.391531318,-6.524306067,0.978015216,-5.282358328,-0.434720514,-2.998323696,2.933978668,0,0,0,1,2
Acr+_Mes,OPS99,-18.42707086,11.19857019,-1.732169737,-5.42608639,0.936503325,-9.029570495,0.249491918,-5.208481659,-0.262052226,0,0,0,1,1
3_6_tBu_10_ph_Acr+_Mes,OPS100,-0.975036624,19.68589851,1.899795826,-2.322323392,-1.052615987,-11.60162763,-0.018126417,-0.712388417,-4.58924601,0,0,0,1,2
