Name,ID,MF_0,MF_1,MF_2,MF_3,MF_4,MF_5,MF_6,MF_7,MF_8,MF_9,MF_10,MF_11,MF_12,MF_13,MF_14,MF_15,MF_16,MF_17,MF_18,MF_19,MF_20,MF_21,MF_22,MF_23,MF_24,MF_25,MF_26,MF_27,MF_28,Reaction_CO_1.5h,Reaction_CO_7.5h,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CS,Reaction_CN,Reaction_2+2,Yield
2DPAA,OPS50,-1.681581818,-0.730133714,-0.450755184,-2.062159642,-1.07136182,-0.614979103,0.067032661,0.462497551,-1.97929633,0.154804545,-0.995520892,-0.135992003,0.457236167,1.571908799,0.774892493,-1.144182245,1.720038569,0.727540021,-0.252898457,-0.77995898,-2.066649128,-0.841550267,0.579745311,0.825011122,-1.785152506,-0.558759697,-2.595740543,0.675890556,-0.706725236,0,0,0,0,0,0,0,1,0
2tBuDPAA,OPS51,-1.750204027,-0.452392723,-1.126706715,-2.374612906,-0.892778906,0.838594143,0.205857053,-0.134375221,-2.28591895,-0.865794379,-2.350989146,-0.837582676,0.68414726,1.008894063,-0.085977896,2.79154225,0.23771259,2.269247366,-1.586734639,-1.393234627,-3.687124568,-0.30357625,2.736120425,1.832684222,0.384083546,-0.690164904,-3.293434554,0.545025269,-1.562939552,0,0,0,0,0,0,0,1,0
2MeDPAA,OPS52,-1.433077744,-0.913347255,-0.746116232,-2.739294913,-1.206739346,0.201825682,0.049514532,0.3712969,-1.415526827,0.326929587,-1.044096711,-0.217391211,-0.174692632,1.473735182,1.721020728,0.001091376,0.452444766,0.980716377,-0.004685834,-1.325591055,-1.875060595,-0.274292009,0.704895679,0.427491532,-2.791232545,-0.089089094,-3.575906141,0.832810612,-0.514622455,0,0,0,0,0,0,0,1,0
2OMeDPAA,OPS53,-1.731621738,-0.846036612,-1.020066138,-1.122117114,-0.350158786,-0.542335723,-0.083601628,0.372434628,-2.021166705,2.14017842,-1.419832102,-0.357003424,-0.851788662,-1.627242868,4.406963342,-0.666330966,1.921303491,-0.259302207,-2.736151767,-4.088475742,-2.256081902,-4.038520995,1.787346537,2.648966257,-2.500559858,0.61533553,-1.20567554,0.779102829,-2.664019098,0,0,0,0,0,0,0,1,0
3CzNB,OPS54,-1.686580396,-0.145021227,-1.206603756,1.461796063,0.064679363,-2.006047937,-0.462027466,1.834468741,12.16907429,-4.060948669,4.357313794,-0.149413485,0.190699529,-0.987807706,-2.900440432,-2.526380735,3.285206239,1.216797661,-0.691026949,2.485284939,-1.655588563,0.358548758,5.217120025,-3.513828754,-5.313499518,2.896830507,1.279490315,-1.743892987,-3.533077869,0,0,0,0,0,0,0,1,0
3DPANB,OPS55,-2.11784121,0.574766528,-0.690038406,-6.889646745,-3.598202878,-2.592903214,0.183890108,2.750689944,11.98400029,-5.073007466,3.011267739,-1.862686395,1.518646601,-0.052150671,2.96902725,-0.660352299,1.537506406,-0.575057747,-0.57156996,-0.143492955,-0.481723995,-0.587415366,0.190881798,1.8403514,-0.164489028,-2.587816888,0.476326893,-0.790360632,2.463154494,0,0,0,0,0,0,0,1,2
3MeDPANB,OPS56,-1.569033402,0.558564324,-1.099194313,-7.862382324,-3.463019138,-1.79180874,0.338993273,2.397861569,12.75112314,-4.780336827,2.912170947,-1.932997032,0.845668909,-0.067624548,4.195411236,0.835900078,-0.408094825,-0.443301859,-0.412218083,-0.737797962,0.045736556,0.068602502,0.516193189,1.274802154,-0.980133113,-2.048633203,-0.182719235,-0.73736563,2.374586779,0,0,0,0,0,0,0,1,0
3BrDPANB,OPS57,-1.345911942,1.102303565,-1.404772852,-8.530048552,-3.291645495,-3.276110784,0.73023359,2.641079193,13.44290503,-5.390415221,2.737007156,-2.13394193,1.958078891,0.078654397,3.550681772,-0.175221148,-0.768740413,-3.156054284,0.11091048,-0.028055913,0.657929111,-0.907655004,-2.521166321,2.077528328,4.01002997,1.256265786,0.59173046,-0.453618292,-1.207472612,0,0,0,0,0,0,0,1,8
2CzAQ,OPS58,-0.989110431,0.812790565,-0.036740199,1.872943092,1.606669038,-0.287901258,-0.687793449,0.417943248,2.210740639,2.019261362,2.478904093,2.959080345,-3.887581714,1.028958075,-6.442306692,-3.317406692,6.664876085,5.396781912,-0.279662217,4.436323746,-0.885013812,-0.666402726,-0.493740485,3.583934652,0.159350936,1.206427219,2.340736572,-1.326526867,0.314649687,0,0,0,0,0,0,0,1,0
2DPAAQ,OPS59,-1.579292976,0.662448813,1.207842133,-3.353217611,-1.845025902,-0.751523171,-0.228959548,0.413396218,-0.866598418,1.970493163,1.160425561,1.809260338,-2.606157302,2.007877578,-2.91470965,-2.077929506,4.121187625,4.063115423,-0.292051103,2.392116623,1.671994578,-1.076119811,-2.631127895,4.606932479,2.431961578,-3.326105666,3.56341857,0.077644811,0.099329026,0,0,0,0,0,0,0,1,0
2DPASF,OPS60,-1.811454607,0.001726277,-0.055953277,-4.852139773,-2.811559581,-0.987274609,0.118201388,0.654201379,-0.601482009,-0.083206914,-0.698659768,0.005877129,-0.636384139,0.520095713,-1.585010038,2.227194424,1.351471753,6.800818792,-2.738837724,-3.858815734,5.656062066,1.194883222,-2.874831595,-4.443202287,-2.59967985,2.16656199,2.101165534,2.20321141,0.902832646,0,0,0,0,0,0,0,1,0
2tBuDPASF,OPS61,-1.480031283,0.478777106,-0.839436734,-5.139249841,-2.213379021,0.479139617,0.32932853,-0.1492109,-0.615048117,-1.01834477,-2.044636125,-0.69313542,-0.455225082,0.008166858,-2.135255196,6.28666395,-0.739547458,8.333773733,-4.206099131,-4.400715976,4.365680841,1.830966098,-0.488307959,-3.621737589,-0.18696054,2.096921016,1.702317225,1.942293922,-0.185964493,0,0,0,0,0,0,0,1,1
2MeDPASF,OPS62,-1.162904999,0.017822575,-0.458846251,-5.503931847,-2.527339461,-0.157628843,0.172986009,0.356461222,0.255344006,0.174379196,-0.73774369,-0.072943956,-1.314064973,0.473007977,-0.328256571,3.496213076,-0.524815282,7.045242744,-2.624050326,-4.333072404,6.177744814,1.860250339,-2.519532705,-5.026930279,-3.362276631,2.697996825,1.419845638,2.230079265,0.862352604,0,0,0,0,0,0,0,1,0
CF3PhDPZ,OPS63,0.000200716,-1.303030372,1.01696861,4.865315005,-2.93102263,0.035169314,2.205915109,-1.835828241,0.579779582,-0.031003933,-1.096067449,-1.424475572,-0.513410681,0.525206405,-1.156651867,1.535983376,1.515774031,0.10824433,-4.160632563,0.752369225,0.183201123,-0.385598336,4.594411888,3.057466078,2.915137905,5.402800759,1.098582411,0.920650933,1.535663797,0,0,0,0,0,0,0,1,15
OMePhDPZ,OPS64,-0.41881148,-1.161617935,0.051707951,3.693818847,-1.091403196,-0.915828664,-0.7794233,0.400244174,0.255420717,2.846582674,-0.246383619,-0.576261132,-2.340510949,-2.609575245,2.220442376,-0.813045455,2.521488618,-1.899477262,-4.536333502,-2.802377312,0.169517686,-4.238543601,2.229193838,-0.009449917,0.499910265,1.497315209,0.440941951,0.091938391,-0.853454714,0,0,0,0,0,0,0,1,1
NapDPZ,OPS65,0.016551563,-1.154194266,0.805157448,4.589642612,-2.422078823,-1.260364427,-1.140234735,0.311280738,1.454061464,3.093721475,-0.453888827,-1.740218624,-1.388725442,-0.670036636,-0.383514032,-1.808109924,3.094575983,-1.610262929,-4.953356049,-1.534716097,-0.244750476,-4.341394569,5.073242783,-2.918689822,6.566643366,7.34005374,-2.325079876,1.987257429,7.74855267,0,0,0,0,0,0,0,1,10
3DPA2FBN,OPS66,-0.938280674,-0.827037294,-2.235287995,-2.568803619,1.667075427,-1.728579004,1.171382407,0.090366429,-3.289973017,0.284633805,-1.626455594,-0.115812953,1.402818971,6.271093303,1.091919981,-3.375987164,4.892993301,0.96194711,-0.842589092,3.692451978,-1.027858369,0.018665219,0.32156277,2.560844661,-2.014743828,0.236848024,4.956891895,-2.600389888,6.093219507,0,0,0,0,0,0,0,1,65
5CzBN,OPS67,-0.568764322,0.118696174,-3.47428906,2.848487724,6.338222179,-0.593831919,0.430038287,0.023873468,1.060558858,-0.264701723,-0.025801064,0.928352334,0.388244228,0.754697417,-1.472540875,-1.395425447,1.216900387,0.793599274,2.248571607,0.377338342,1.054291151,0.077089718,-0.711263073,-0.372751777,-1.614341833,0.837881723,-3.139456447,0.780914983,0.914933219,0,0,0,0,0,0,0,1,79
2DPABz,OPS68,-1.986212984,-0.620540203,0.530390728,-4.023961214,-2.171246233,-1.006983836,-0.024578417,0.476581897,-1.884927505,0.451839091,-0.815359972,0.297140818,-0.342822895,-0.735336191,-2.997844604,-1.933954472,-1.31416654,-1.342915651,1.029200303,-0.181683584,1.49825884,-1.130747501,0.742544237,0.395206677,-1.045163109,-1.211342488,0.41644848,0.175358685,1.560001775,0,0,0,0,0,0,0,1,0
DPABT,OPS69,-1.719731823,-1.062855554,4.029132594,-3.54800151,-2.823794887,-0.891444931,-6.010630023,-5.827127667,-6.104217142,-1.734921143,6.957850673,-0.27260454,10.026501,-4.06408617,2.260003763,5.727195853,12.43596015,-3.017594276,10.24858689,-1.052195354,7.989195621,1.322868272,7.515808715,-0.434830309,1.710355365,-1.084886387,0.067957689,-0.517376196,-1.990034099,0,0,0,0,0,0,0,1,1
PhPNZ,OPS70,0.294513696,-1.016706304,2.06311206,4.44722125,-3.406093454,-1.80209669,0.03993054,1.149311601,0.42467254,0.643299394,-0.823556463,-1.430516057,-0.356769729,2.745938633,-0.860150278,-1.698139089,0.960843628,0.698873499,1.665560165,-1.627276276,-0.962132445,-7.464274093,0.142943562,-8.174044749,3.7256444,-3.512682941,0.182004532,-1.894166957,0.27818792,0,0,0,0,0,0,0,1,0
PhPTZ,OPS71,0.212009893,-1.911377169,1.23961353,6.107273437,-4.185196409,-2.21450215,-0.731493292,-0.110772068,0.311122769,-0.373891387,0.423250196,-0.414531802,-0.238779169,1.618315835,-1.361321882,-0.816074111,1.403129278,-3.492056456,-5.152660257,0.688112015,3.409441968,1.673462177,-0.380916445,-1.750401769,-0.010355334,-2.783161244,-2.675730926,-0.283584789,-0.548958976,0,0,0,0,0,0,0,1,0
ph_bPTZ,OPS72,0.164434785,-2.156138408,1.757320835,9.041490026,-5.787986485,-3.0510659,-1.097789153,-0.571995756,0.49283196,-0.543036835,0.872232923,-1.08032883,0.296246197,1.815472343,-0.792682306,-1.024704829,0.844754892,-5.807582237,-9.04032223,0.501178249,5.649098124,3.543257892,-0.580070707,-1.864924458,-0.022286145,-5.499537854,-4.101035233,-0.460777114,-1.235536562,0,0,0,0,0,0,0,1,7
9_10_DPA,OPS73,-1.322518937,-0.80137702,1.141435545,0.689048072,-0.405542509,1.152958558,-0.477056924,2.186370787,-1.126648709,0.488634265,-0.133124498,0.11378982,-0.619567564,-1.71746273,0.711025915,-2.465142316,1.582386529,0.339921544,0.720606661,-1.773630724,-2.295360037,0.781482162,-0.829406306,0.94008533,-1.91443002,0.919054294,-1.34452892,1.366747368,-2.941465648,0,0,0,0,0,0,0,1,0
9_10_DAA,OPS74,-1.359802943,-0.92447828,0.485081015,1.653556301,0.30492635,1.107064458,-0.766556699,1.989302918,-1.178424685,2.450024009,-0.436323332,-0.138174846,-1.847995444,-4.81942499,4.595234184,-2.253447273,2.166681289,-0.479569726,-1.657844888,-4.839968482,-2.006902611,-2.478818311,0.569518084,2.768340279,-2.884870786,2.014891866,0.266689714,1.457106819,-4.58077834,0,0,0,0,0,0,0,1,0
perylene,OPS75,-1.058569302,-0.579732703,0.354529902,1.140827436,-1.398448672,-0.057716095,-0.128613016,-0.163615321,-0.242333266,0.462662579,0.351075487,0.284297769,-1.507198549,1.533979081,-0.05656943,-0.239792299,-0.475540582,0.746562344,1.959324062,-2.399478123,-1.959354079,0.387341087,0.47053076,0.860669174,0.080803883,0.517887651,-2.795417485,1.522337077,-1.829161641,0,0,0,0,0,0,0,1,0
9_10_DCA,OPS76,-0.13487243,-0.82375867,-1.515442422,0.24861598,1.9595017,-0.422481389,0.111391404,0.085024123,-0.828540211,-0.215472348,-0.515524498,1.292748045,0.247570179,1.412787524,-0.154222577,-1.965399671,-0.035317745,0.254282413,0.650044028,0.087266546,-0.046037041,-0.065053366,0.554046487,0.002919663,-0.359544718,-0.030320063,-1.492844653,0.854711108,-0.161322383,0,0,0,0,0,0,0,1,0
3_5_diMePh_PDI,OPS77,0.82456383,0.326945001,1.556346799,0.495117591,-2.22410144,6.512906648,-1.095643107,-0.791973614,4.365481293,8.793972489,7.461462017,6.884962621,-11.52803271,12.06443253,-1.485118782,10.2407501,-0.573670069,-7.203387716,4.663398747,-5.250845754,-1.917707079,1.561902396,0.387448455,0.648781032,-1.808572091,0.938389373,1.653732484,-0.409002788,-0.013165169,0,0,0,0,0,0,0,1,0
Ph_NDI,OPS78,0.539001424,-0.199447641,1.354697421,1.071488059,-2.394104672,0.682905342,-0.978152994,0.306602173,1.31313237,5.219791638,3.605038652,3.421943453,-4.717240371,4.689368798,-1.778698721,2.555411271,1.518480943,-2.36074782,0.117923485,-0.583875897,-0.328008777,-0.035855627,-0.263066763,-0.409405186,1.167654095,-1.232640455,-0.138305997,-0.124322758,0.330235492,0,0,0,0,0,0,0,1,9
Me_TAPB,OPS79,-0.877576632,-0.70950871,0.766139582,-1.528960589,-1.634913087,0.531031247,2.951066392,-1.794838319,-0.589885173,1.544298704,-0.615261587,0.750867712,-1.078156279,-2.207762267,2.152705308,-0.278073073,-2.685726672,0.3582116,1.876008139,2.325609393,1.414467412,0.815432409,0.709092496,-0.359927379,-0.967641073,-0.193154102,-0.141002302,-0.385106872,0.656420204,0,0,0,0,0,0,0,1,0
Ph_TAPB,OPS80,-1.881189919,-0.903491171,0.3308798,-2.207606576,-2.146079547,-0.804847245,0.129826938,0.35811862,-1.454577166,0.720437971,-0.377807683,0.059868914,-0.602879199,-1.205095842,1.760489045,0.018907263,0.16151531,0.409287605,1.483819392,1.959953493,0.458005684,0.566322478,-0.938756406,-0.36254334,-0.851432021,-0.635990093,0.168173954,0.169315078,1.600120224,0,0,0,0,0,0,0,1,0
C_152,OPS81,1.602362992,1.051381821,8.540849302,-1.496088188,-0.136841901,10.48981009,26.90165238,-14.79137784,3.745506663,3.003852703,-0.139452758,0.494886549,3.170254137,-2.635859302,0.04348444,-0.919340657,3.041586854,-0.791465028,-0.712392856,0.388230982,-0.859683101,-0.756455487,-1.557588443,-1.802715928,-0.397501883,-1.171672645,-0.642794686,-0.046819683,-0.308365521,0,0,0,0,0,0,0,1,0
C_337,OPS82,9.632185233,27.21588762,-3.894259697,1.180220482,-2.1621062,-0.813672544,0.584784355,0.768290742,-1.638657358,-1.759536479,0.88298228,0.669577768,0.353703909,0.378726619,1.30745776,-1.887369248,0.080070363,-3.59807988,0.911242769,1.746819237,-1.515068855,-0.213342194,2.06544958,-0.56152681,-0.124399451,-2.713498407,3.149524491,13.1830786,2.426787917,0,0,0,0,0,0,0,1,0
C_498,OPS83,12.2384834,30.34597035,-3.28914277,0.378113482,-5.259195691,0.094409361,-0.061045722,1.051197439,-2.788805126,-0.472508235,-0.213219357,0.87152595,-0.539090711,-2.133912552,-0.418851673,1.029436019,0.5534172,2.028186009,-1.242491401,-1.659831224,0.829742434,0.329256217,-1.1363202,0.446323027,-0.750931569,2.27197158,-3.280965425,-11.78869397,-1.645067146,0,0,0,0,0,0,0,1,0
phenylfluorone,OPS84,0.217795424,2.755996601,24.58163994,1.562468308,9.708623976,1.878971429,7.053119551,23.09635375,-1.394996392,-0.050867726,-0.800867928,3.483820723,5.632150803,0.570023547,-0.103839316,3.015257251,-0.245009147,-0.89699672,-0.761644592,0.288606543,1.251192801,0.852192458,1.317084336,0.298917348,0.199843071,0.196879562,0.331455145,-0.122082773,0.24257893,0,0,0,0,0,0,0,1,0
resorufin,OPS85,1.821175323,5.808298892,25.53285491,-3.855448181,13.03945766,-6.865002929,-12.53976014,-16.27511057,2.166699699,-4.060830723,-2.804063561,-2.939996892,-4.601853817,1.63284287,1.745797902,-0.833275859,-1.862696457,0.240255658,-1.698578185,-0.627104952,-1.646627207,-0.149820211,-1.410082078,0.092385266,-0.90127471,0.492396852,-0.490817327,-0.149706401,0.747544486,0,0,0,0,0,0,0,1,0
9_fluorenone,OPS86,-0.862034017,0.310276253,1.294049742,-0.824651204,-0.573472964,-0.124446978,-0.437484688,0.278283199,-0.16735895,1.953533314,1.469279672,1.608629302,-2.722429581,1.192710382,-2.144422993,-2.689097401,2.808076277,4.589418303,-0.930946489,1.580048989,1.28616822,-0.421252656,-1.976731226,3.203897927,3.8157049,-2.251456396,0.296889547,1.101586696,-3.488447692,0,0,0,0,0,0,0,1,2
9_10_phenanthrenequinone,OPS87,-0.851210111,0.29843896,1.315051117,-0.826820936,-0.58917759,-0.10792188,-0.436147179,0.271287116,-0.212083566,1.949958928,1.448498854,1.562642068,-2.688621566,1.17051143,-1.960867339,-2.6898146,2.589292885,4.582564776,-0.992094067,1.400515621,1.384596618,-0.370427251,-2.036049014,3.105119882,4.205225027,-2.454814065,-0.11920828,1.400695762,-4.194751601,0,0,0,0,0,0,0,1,0
BTPM,OPS88,-1.341861651,-0.056791513,1.742290338,-2.083051808,-0.763547253,-0.759975336,-0.885093262,-0.470560068,-0.917508307,0.949836616,-0.231586079,0.67379757,-1.872435906,-1.30653498,-4.582559001,-3.545784768,-3.707097477,-1.230215056,0.957186174,1.3469866,2.528551741,-2.090940376,2.280505954,1.787304555,-0.173921472,-0.766538681,0.199119361,-0.414560702,0.66849732,0,0,0,0,0,0,0,1,0
2_Cl_TXO,OPS89,-1.884504781,-0.475830608,1.468838144,1.694858966,-1.399448426,2.5095724,-4.755728179,-3.6433997,-3.719600718,3.162264801,20.171267,6.171633251,14.46923001,0.346155929,-0.326282634,-1.133454067,-6.455921804,3.503981885,-4.557262299,-1.041592188,-4.047878179,-2.479074418,-3.628416884,1.192077886,0.300158632,2.713753378,-1.14182889,0.133182989,2.251902647,0,0,0,0,0,0,0,1,1
anthraquinone,OPS90,-0.823898026,0.294980168,1.218307507,-0.771083519,-0.535340788,-0.115709082,-0.402000601,0.254097534,-0.149387191,1.765792682,1.323240274,1.446499457,-2.427450913,1.054551474,-1.889215474,-2.327863802,2.420648908,3.905573225,-0.783457253,1.336984087,1.056353001,-0.347911734,-1.589986511,2.567318151,2.937123888,-1.706955835,0.27601642,0.795146687,-2.494924357,0,0,0,0,0,0,0,1,0
Me_bodipy,OPS91,19.41051117,-3.753818067,1.413614001,0.49587436,-3.227346218,0.282069904,-6.280734957,0.347763065,8.280806127,20.02316031,-7.630551375,-10.81893989,10.55469792,0.735396679,-2.306230282,1.054799256,-0.927291949,1.601269503,1.944863911,1.741225746,-0.505465352,1.296646546,-0.848104981,1.347457442,-1.556554178,-0.617034294,0.353536273,0.655970129,-0.527230531,0,0,0,0,0,0,0,1,0
Et_bodipy,OPS92,27.19769371,-11.77974412,-0.743620522,-1.474085791,-2.97718544,-0.880671498,-2.631426942,-1.864950059,1.841539459,-6.859854554,-7.511636097,21.33278452,2.290225866,-2.095620286,1.936011473,-0.443781213,0.465268813,0.210056877,-0.471498067,-0.602633439,-0.797347781,-0.293470277,0.331776442,-0.463976493,0.562011131,0.011753602,0.57309058,0.218512504,0.210350894,0,0,0,0,0,0,0,1,0
CN_bodipy,OPS93,27.6781069,-10.81757657,-1.249342043,-3.484386043,4.642576704,-3.149966443,5.880862945,3.109565105,-7.503064618,-7.071491699,12.88412907,-13.87174635,-8.156557278,-0.79167718,-1.294369969,0.699184603,-0.263496434,0.065674076,0.0296685,-0.197995054,-0.233840081,-0.677870313,-0.134359829,0.474158974,-0.387272086,0.031201416,-0.02634266,-0.031017841,0.134394712,0,0,0,0,0,0,0,1,0
TPP+,OPS94,-1.413828848,-0.775299567,0.957493656,0.504368764,-1.310571081,0.342923579,-0.7188751,1.121073866,-0.884550307,4.078513197,2.391597049,1.766797802,-4.4706029,-3.247603409,7.119485385,0.00536987,-2.105972517,2.938042164,1.498409551,7.688169076,0.347344762,2.310422854,0.686561893,-2.269097789,1.473167373,-0.895182117,-1.626208986,-0.566787266,1.137423052,0,0,0,0,0,0,0,1,1
Me_TPP+,OPS95,-0.761366798,-0.749605064,0.443828147,-0.448715095,-1.023459425,1.105870035,-0.683134855,0.663191951,-0.038687927,4.375130852,2.449563224,1.70664852,-5.034481451,-2.883887198,8.410256561,0.999883887,-3.685609044,3.312618884,1.569392863,7.199918275,1.385798966,2.799786175,1.413376605,-2.801189653,0.664725364,-0.553018114,-2.179004309,-0.530942339,1.253800641,0,0,0,0,0,0,0,1,2
OMe_TPP+,OPS96,-1.15080912,-0.73138949,0.187344266,1.173276685,-0.329540955,0.281319168,-0.835753579,0.662378273,-0.732972939,6.160448539,2.037877243,1.525921707,-5.740079674,-6.266865928,11.2839494,0.568043669,-2.199685185,1.997130425,-0.968902745,4.573158387,0.971674205,-0.861118009,2.285647307,-0.608872496,0.693162562,0.270168538,0.306129118,-0.58035287,-0.782560135,0,0,0,0,0,0,0,1,2
Acr+,OPS97,-0.299872127,-0.888710475,0.552438439,0.66710037,-1.030974196,4.265424845,-1.091970152,0.115225228,-0.406274261,0.261129602,-0.366870902,-1.260505685,-1.360061614,-1.906905,0.71703067,-8.179096703,-0.403805873,0.106967127,1.850962548,-7.476619147,-1.697693964,9.767663001,0.769868512,-1.050999756,6.945241474,-0.998938899,2.165340795,-2.439863941,5.093433392,0,0,0,0,0,0,0,1,2
Acr+_Ph,OPS98,-0.750337324,-1.234975821,1.172701449,0.665823508,-0.305279367,6.056507226,-1.468201897,2.137026137,-1.041013181,-0.250961681,-0.510911746,-1.015252471,-0.794409064,-2.735731975,0.757549817,-6.783084327,0.660568469,-0.244022396,1.82104719,-5.212778871,-2.800858449,6.022179473,-0.420143264,-0.34341846,0.011640894,0.424036038,0.874190752,0.079077262,-1.79864628,0,0,0,0,0,0,0,1,2
Acr+_Mes,OPS99,0.354735338,-0.719624676,0.595454758,0.213893347,-0.736264588,13.47729333,-4.593743917,0.978096301,0.04935125,-1.660701644,0.395324745,-2.266121042,-0.337719309,-0.221944029,1.099001076,-7.11225353,-0.189646606,-0.778252489,1.946349754,-4.082476464,-0.111765232,4.956992692,-0.167575673,-1.097216232,-0.465687914,0.59767015,0.775037151,-0.226562312,-0.128146521,0,0,0,0,0,0,0,1,1
3_6_tBu_10_ph_Acr+_Mes,OPS100,1.290954454,-0.894035232,0.342169216,0.057763483,-1.436905068,27.34572303,-9.395619218,0.568836523,-0.182266129,-8.206196445,-2.983047714,-4.203842354,0.288202575,2.462549737,0.584429987,1.254577536,0.255182522,-1.38390142,-2.423834642,6.15882825,3.123397978,-6.437506014,-1.908872065,0.245616156,-1.267237965,0.222637421,-0.073869757,0.162749739,0.158273829,0,0,0,0,0,0,0,1,2
